Question,Answer
"What disease causes Irritability, Fatigue, Swollen lymph nodes, Sore throat, Headache, Loss of appetite, Abdominal pain?",Roseola
"What disease causes Vomiting, Stomach cramps, Muscle aches, Headache, Loss of appetite, General discomfort, Irritability?",Norovirus Infection
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Muscle aches, Headache, Abdominal pain, Loss of appetite, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes High fever, Runny nose, Cough, Red eyes, Abdominal pain, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Bloody stools, Stomach cramps, Headache, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Rash, Fatigue, Swollen lymph nodes, Cough, Body aches?",Roseola
"What disease causes Rash, Irritability, Fatigue, Swollen lymph nodes, Headache, Red eyes, Vomiting, Feverish?",Roseola
"What disease causes High fever, Fatigue, Swollen lymph nodes, Sore throat, Cough, Red eyes, Abdominal pain, Rashes, Feverish?",Roseola
"What disease causes Fever, Diarrhea, Headache, Fatigue, Dehydration, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Low-grade fever, Headache, Fatigue, Abdominal pain, Loss of appetite, Chills, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Sores in mouth, Red spots, Blisters, Cough, General discomfort, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Swollen glands, Sore throat, Red rash on the body, Strawberry tongue, Pale skin around lips, Tender, enlarged neck glands, Abdominal pain, Headache and body aches?",Scarlet Fever
"What disease causes Fever, Muscle aches, Tiredness, Loss of appetite, Trouble chewing, Testicle pain and tenderness, Headache, Muscle aches, Loss of appetite?",Mumps
"What disease causes Diarrhea, Vomiting, Nausea, Abdominal pain, Loss of appetite, Dehydration, Irritability?",Norovirus Infection
"What disease causes Sores in mouth, Rash on hands and feet, Loss of appetite, Irritability, Sore throat, Mouth sores, Red spots, Fatigue, Cough, Sore muscles, Headache?","Hand, Foot, and Mouth Disease"
"What disease causes Runny nose, Rash, Irritability, Fatigue, Swollen lymph nodes, Red eyes, Body aches, Rashes, Chills?",Roseola
"What disease causes Stomach cramps, Nausea, Fatigue, Loss of appetite, Dehydration, Chills, Irritability?",Norovirus Infection
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Fatigue, Dehydration, Chills, Sweating, Rashes?",Norovirus Infection
"What disease causes Runny nose, Rash, Irritability, Sore throat, Cough, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain?",Roseola
"What disease causes Fever, Fatigue, Dehydration, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Rash, Irritability, Fatigue, Swollen lymph nodes, Sore throat, Red eyes, Abdominal pain, Chills, Feverish?",Roseola
"What disease causes High fever, Rash, Irritability, Fatigue, Sore throat, Headache, Cough, Diarrhea, Abdominal pain, Chills, Feverish?",Roseola
"What disease causes Irritability, Sore throat, Diarrhea, Vomiting, Loss of appetite, Chills?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Sore throat, Headache, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain?",Roseola
"What disease causes Vomiting, Dehydration, Loss of appetite, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Muscle aches, Fatigue, Dehydration, Body aches, Rashes, Fever?",Norovirus Infection
"What disease causes High fever, Swollen lymph nodes, Vomiting, Body aches?",Roseola
"What disease causes Diarrhea, Stomach cramps, Nausea, Dehydration, Chills, Sweating, Body aches, Irritability?",Norovirus Infection
"What disease causes High fever, Irritability, Fatigue, Swollen lymph nodes, Sore throat, Cough, Red eyes, Loss of appetite, Abdominal pain, Chills?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Bloody stools, Headache, Fatigue, Dehydration, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Bloody stools, Stomach cramps, Loss of appetite, Body aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Cough, Red eyes, Diarrhea, Abdominal pain, Body aches, Rashes?",Roseola
"What disease causes Diarrhea, Bloody stools, Stomach cramps, Headache, Dehydration, Body aches, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Nausea, Vomiting, Bloody stools, Dehydration, Loss of appetite, Body aches, Feverish, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Muscle aches, Tiredness, Loss of appetite, Trouble chewing, Fever, Headache, Muscle aches, Tiredness, Loss of appetite?",Mumps
"What disease causes Runny nose, Rash, Irritability, Fatigue, Sore throat, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Rashes, Feverish?",Roseola
"What disease causes Diarrhea, Nausea, Vomiting, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Abdominal pain, Dehydration, Chills, Sweating, Rashes, General discomfort?",Norovirus Infection
"What disease causes High fever, Runny nose, Fatigue, Sore throat, Headache, Red eyes, Body aches, Rashes, Chills?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Nausea, Bloody stools, Headache, Fatigue, Muscle aches, Feverish, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Rash, Irritability, Fatigue, Cough, Loss of appetite, Chills?",Roseola
"What disease causes Abdominal pain or cramps, Nausea, Fatigue, Dehydration, Muscle aches, Body aches, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Stomach cramps, Muscle aches, Nausea, Headache, Fatigue, Abdominal pain, Sweating, Body aches, Rashes, Irritability?",Norovirus Infection
"What disease causes Muscle aches, Headache, Abdominal pain, Chills, Sweating, Body aches, Rashes, Irritability?",Norovirus Infection
"What disease causes Headache, Swollen, painful salivary glands, Fever, Muscle aches, Tiredness, Trouble chewing, Fever, Loss of appetite?",Mumps
"What disease causes High fever, Runny nose, Fatigue, Swollen lymph nodes, Sore throat, Cough, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Rashes?",Roseola
"What disease causes Rash, Fatigue, Swollen lymph nodes, Sore throat, Diarrhea, Rashes, Chills?",Roseola
"What disease causes Diarrhea, Low-grade fever, Headache, Loss of appetite, Dehydration, Chills, Sweating, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Stomach cramps, Fatigue, Abdominal pain, Dehydration, Chills, Sweating, Fever?",Norovirus Infection
"What disease causes Runny nose, Fatigue, Swollen lymph nodes, Headache, Diarrhea, Vomiting, Abdominal pain, Body aches?",Roseola
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Headache, Abdominal pain, Loss of appetite, Dehydration, Fever?",Norovirus Infection
"What disease causes Diarrhea, Muscle aches, Nausea, Loss of appetite, Dehydration, Chills, Sweating, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Low-grade fever, Muscle aches, Headache, Fatigue, Chills, Sweating, Body aches, General discomfort, Fever?",Norovirus Infection
"What disease causes High fever, Runny nose, Rash, Sore throat, Red eyes, Diarrhea, Loss of appetite, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes Diarrhea, Vomiting, Bloody stools, Stomach cramps, Fatigue, Body aches, Feverish, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Nausea, Vomiting, Bloody stools, Fatigue, Body aches, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Bloody stools, Headache, Fatigue, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Bloody stools, Stomach cramps, Headache, Fatigue, Dehydration, Loss of appetite, Feverish, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Bloody stools, Stomach cramps, Fatigue, Loss of appetite, Muscle aches, Feverish, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Sores in mouth, Loss of appetite, Irritability, Red spots, Fatigue, Cough, Mild fever?","Hand, Foot, and Mouth Disease"
"What disease causes Rash on hands and feet, Irritability, Mouth sores, Sore muscles, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Abdominal pain or cramps, Dehydration, Loss of appetite, Body aches, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Irritability, Swollen lymph nodes, Diarrhea, Loss of appetite, Body aches, Rashes, Feverish?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Nausea, Vomiting, Stomach cramps, Fatigue, Dehydration, Loss of appetite, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Low-grade fever, Headache, Abdominal pain, Dehydration, General discomfort?",Norovirus Infection
"What disease causes Rash, Cough, Headache, Joint pain, Generally feeling unwell (malaise)?",Rubella
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Abdominal pain, Loss of appetite, Sweating, Fever?",Norovirus Infection
"What disease causes High fever, Irritability, Swollen lymph nodes, Cough, Vomiting, Loss of appetite, Body aches, Feverish?",Roseola
"What disease causes Fever, Diarrhea, Nausea, Bloody stools, Headache, Muscle aches, Feverish, Rashes, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Muscle aches, Headache, Fatigue, Abdominal pain, Chills, Sweating, General discomfort?",Norovirus Infection
"What disease causes Runny nose, Rash, Irritability, Cough, Diarrhea, Loss of appetite, Abdominal pain, Rashes, Chills?",Roseola
"What disease causes Diarrhea, Nausea, Vomiting, Stomach cramps, Headache, Loss of appetite, Muscle aches, Body aches, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Muscle aches, Headache, Dehydration, Chills, Rashes, Fever?",Norovirus Infection
"What disease causes Fever, Sores in mouth, Irritability, Sore throat, Mouth sores, Cough, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Bloody stools, Stomach cramps, Loss of appetite, Muscle aches, Feverish, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Swollen lymph nodes, Cough, Red eyes, Vomiting, Loss of appetite, Body aches, Chills?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Cough, Red eyes, Diarrhea, Vomiting, Abdominal pain, Rashes?",Roseola
"What disease causes Fever, Nausea, Vomiting, Loss of appetite, Muscle aches, Body aches, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Bloody stools, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fatigue, Rash on face, Sore throat, Runny or stuffy nose, Headache, Swollen joints, Fever, Vomiting?",Fifth Disease (Erythema Infectiosum)
"What disease causes Swollen, painful salivary glands, Fever, Loss of appetite, Testicle pain and tenderness, Fever, Headache, Loss of appetite?",Mumps
"What disease causes Swollen lymph nodes, Sore throat, Red eyes, Vomiting, Abdominal pain, Chills?",Roseola
"What disease causes Swollen glands, Fever, Red lines in body folds, Red rash on the body, Strawberry tongue, Pale skin around lips, Fever (100.4�F / 38.0�C or higher), Sore and red throat with patches, Tender, enlarged neck glands, Nausea or vomiting, Headache and body aches?",Scarlet Fever
"What disease causes Fever, Nausea, Vomiting, Bloody stools, Headache, Dehydration, Loss of appetite, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Vomiting, Bloody stools, Headache, Muscle aches, Body aches, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Bloody stools, Body aches, Feverish, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Stomach cramps, Muscle aches, Fatigue, Dehydration, Rashes, General discomfort?",Norovirus Infection
"What disease causes Rash, Irritability, Cough, Red eyes, Vomiting, Abdominal pain, Body aches, Rashes, Chills?",Roseola
"What disease causes Runny nose, Swollen lymph nodes, Sore throat, Headache, Vomiting, Body aches, Feverish?",Roseola
"What disease causes High fever, Runny nose, Rash, Fatigue, Sore throat, Cough, Diarrhea, Vomiting, Loss of appetite, Body aches, Rashes, Chills?",Roseola
"What disease causes Fever, Diarrhea, Bloody stools, Fatigue, Dehydration, Loss of appetite, Muscle aches, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Bloody stools, Stomach cramps, Headache, Fatigue, Dehydration, Loss of appetite, Body aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Muscle aches, Headache, Fatigue, Abdominal pain, Loss of appetite, Chills, Sweating, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Dehydration, Feverish, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Vomiting, Dehydration, Muscle aches, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Sore throat, Loss of appetite, Abdominal pain, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes Fever, Nausea, Stomach cramps, Muscle aches, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Rash, Fatigue, Headache, Cough, Red eyes, Diarrhea, Abdominal pain, Feverish?",Roseola
"What disease causes Loss of appetite, Irritability, Fatigue, Cough, Sore muscles, Headache, General discomfort, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Swollen glands, Sore throat, Red rash on the body, Pale skin around lips, Fever (100.4�F / 38.0�C or higher), Sore and red throat with patches, Difficulty swallowing, Abdominal pain?",Scarlet Fever
